,index,created_at,id,text,partei,score,Stimmung
212,2,2022-08-24 06:03:16,1562319609725845505,"Ab wann ist man qualifiziert genug, um bei der #övp hohe Posten zu bekommen? Und ab wann ist man überqualifiziert? Der Bereich dazwischen scheint sehr schmal zu sein. #zib2",ÖVP,0.6868,positiv
213,3,2022-08-24 05:47:34,1562315662273482752,@SimonRosner Warum bringen die nichts zusammen!? Es ist ein Jammer! #kalteprogression #innenpolitik #övp,ÖVP,-0.508,negativ
214,4,2022-08-24 05:40:28,1562313875332235264,"@NinoPortschy Er spricht aus, wie er denkt. Türkises, menschenverachtendes und herablassendes Feudalherrendenken. Und trotzdem genießt die #OEVP noch immer 20% Zustimmung bei Umfragen.",ÖVP,0.1078,neutral
215,5,2022-08-24 05:32:30,1562311867674103808,Sie wünschen? #Neuwahlen bitte! Danke. #övp #karner #zib2 https://t.co/i0WhKag5pc,ÖVP,0.4926,positiv
216,6,2022-08-24 05:23:39,1562309643283714048,"Egal welche Farbe ihr habt
Rot,Schwarz,Blau,Grün oder
Violette.
Das wichtigste zu wissen ist.
Ihr seid nicht Für uns.
#FPÖ #SPÖ #GRÜNE
#NEOS #ÖVP",ÖVP,0.7003,positiv
217,7,2022-08-24 05:15:34,1562307607293005824,"wusstet ihr eigentlich, dass #Deutschkenntnisse #Miete und Betriebskosten bezahlen können? leider nur in #OÖ - hier wird nämlich aufgrund der höheren Kosten nicht die #Wohnbeihilfe erhöht, aber dafür höhere Deutschkenntnisse verlangt. Logisch, oder? #fpö #övp in OÖ",ÖVP,0.0,neutral
218,8,2022-08-24 04:47:41,1562300588993519616,"Die #OEVP. Logisch, kommen ja wieder Wahlen. https://t.co/HWFLnldgBE",ÖVP,0.3818,positiv
219,9,2022-08-24 03:44:12,1562284613887791104,"Die #ÖVP wählt einen Grünen BP Kanditat, obwohl die Grünen #Kurz rausgekickt haben , kannst auch nicht erfinden , ich pack unsere Politiker nimmer , die sollten bitte alle gehen",ÖVP,0.0,neutral
220,0,2022-08-24 05:23:39,1562309643283714048,"Egal welche Farbe ihr habt
Rot,Schwarz,Blau,Grün oder
Violette.
Das wichtigste zu wissen ist.
Ihr seid nicht Für uns.
#FPÖ #SPÖ #GRÜNE
#NEOS #ÖVP",FPÖ,0.7003,positiv
221,1,2022-08-24 05:17:07,1562307997434527745,"Lang hat‘s gedauert bis sich #Mattle endlich distanziert. Aber trauen, darf man dieser Aussage #inTirol nicht. Was passiert, wenn sich ein #Zweier mit der #FPÖ ausgeht &amp; Mattle am Wahlabend gestürzt wird?  Eine Stimme für die @VPTirol schließt leider gar nix aus… https://t.co/hu2n5gc9WB",FPÖ,0.0,neutral
222,2,2022-08-24 05:15:34,1562307607293005824,"wusstet ihr eigentlich, dass #Deutschkenntnisse #Miete und Betriebskosten bezahlen können? leider nur in #OÖ - hier wird nämlich aufgrund der höheren Kosten nicht die #Wohnbeihilfe erhöht, aber dafür höhere Deutschkenntnisse verlangt. Logisch, oder? #fpö #övp in OÖ",FPÖ,0.0,neutral
223,3,2022-08-24 05:12:48,1562306910493331456,"Hans Rauscher: „Herbert Kickl ist ein zweiter, kein erster Mann. Ibiza hat ihn zum Chef der FPÖ gemacht, aber das war nur, weil niemand anderer da war.""
#Sommergespraech
#FPOE #Kickl
https://t.co/sAeUHsx3H4",FPÖ,0.0,neutral
224,4,2022-08-23 22:05:38,1562199410368716800,"#zib2 #OEVPGameOver
Ghupft wia Gsprunga
#Kickl oder Karner
#OEVP oder #FPÖ
Wenn man nicht weiß, was Rechtsstaatlichkeit eigentlich bedeutet, besteht die Gefahr dass man auch die Freiheit und die Menschenwürde infrage stellt.",FPÖ,0.7783,positiv
225,5,2022-08-23 21:13:11,1562186210969272321,"In Zeiten bevor sich #oevp und #fpoe in die Regierung manipuliert haben, wären Aussagen wie die von #Karner ein sofortiger Rücktrittsgrund gewesen.",FPÖ,-0.4767,negativ
226,6,2022-08-23 20:51:54,1562180855849787392,"Ein sehr riskantes Spiel, der @neos_eu, der #FPÖ und vor allem der @SPOE_at, die Umrüstung des Kraftwerk zu verzögern falls Puten den Gashahn plötzlich abdrehen sollte…
@FuerstRoli",FPÖ,-0.4754,negativ
227,7,2022-08-23 20:20:45,1562173017526075392,@Gegen_die_AfD @ultras_gg @ZIVD_eV @AndreasKemper War nicht auch in Zusammenhang mit #Strache #Gudenus #FPÖ #AfD #Frohnmeier schon mal von #Dugin die Rede? https://t.co/B56Ot45F3D,FPÖ,0.0,neutral
228,8,2022-08-23 18:51:35,1562150575889960963,"@FuerstRoli @HannesHoracek @chris1899 Eh klar! Der staatl. #Futtertrog lockt... ! Da wischt man ruhig sämtl. Aussagen eurer genialen #PRW, wonach es #NIEMALS eine Zusammenarb m d #FPÖ geben werde, weg!
Und ihr redet v ""Machtgeilheit"" d besten Kanzlers ever, S. Kurz u d ÖVP insgesamt?

#SPÖ➡️falsche, Fuffzger seids!🤮",FPÖ,0.0,neutral
229,9,2022-08-23 18:47:16,1562149489380626432,@ChristineSchnh2 @WienEnergie @BgmLudwig @SP_Wien @SPOE_at @rendiwagner Armut Instabilität Aufruhr . BR arbeitet für Putin der die EU spalten möchte Destabilisieren u eskalieren.. und die #fpö övp grün haben sich kaufen lassen,FPÖ,-0.7096,negativ
230,0,2022-08-24 06:03:41,1562319718006022144,ES 34/22 - „Die #grüne #Welle reiten - Vorsicht bei chinesischen Aktien - Neues zu den Automobilzulieferern - Neuer Chef soll #Fresenius wieder in Schwung bringen - u.v.a.m.“ - https://t.co/i2FpwAfFeE #Energieaktien #Salzgitter #Medios #Enphase #Aktien #Finanzen @EffectenSpiegel https://t.co/dTH0TiCYPs,Grüne,0.0,neutral
231,1,2022-08-24 06:03:00,1562319543367675907,"Liebe #Gruene: Wenn ihr auf eurer #BDK48 Druck machen möchtet, dass es endlich doch mal was mit dem Ausstieg aus der Urananreicherungsanlage Gronau wird, die beim Atomausstieg vergessen wurde...Jetzt wäre ein guter Zeitpunkt, 'nen Antrag dafür zu verfassen. #AtomkraftNeinDanke",Grüne,0.0,neutral
232,2,2022-08-24 06:01:36,1562319193697128448,"Ich frage mich was #Grüne und #SPD eigentlich die ganze Zeit machen, fühlt sich so an als würde die #FDP alleine regieren. #9Euroticketbleibt",Grüne,0.0,neutral
233,3,2022-08-24 05:59:58,1562318779304087552,"@_MartinHagen @Dippi_Dipp @Tim_Roehn @MarcoBuschmann Also wird die Maske bleiben, weil einer immer schnupfen hat.
echt, ihr seid so ein verlogener  Haufen. Und feige.
Kein Deut besser als die kinderhasser von #SPD und #Gruene",Grüne,-0.507,negativ
234,4,2022-08-24 05:59:28,1562318656809439232,"Die #Digitalisierung der Verwaltung durch die #BuReg ist auch gescheitert- nur 55v. angekündigten557Services sind umgesetzt.Wieder ein Feld, auf dem die #Ampel versagt hat.Besonders die #FDP
#Ampelkoalition #Gruene #SPD
https://t.co/H3jSZ6tJyJ",Grüne,0.0,neutral
235,5,2022-08-24 05:56:48,1562317982898044928,"@autheistic @GeorgineKellerm Vicky zu schauen ist auch #kulturelleAneignung und gehört verboten!

#Winnetou 
#Ravensburger
#Grüne",Grüne,-0.4926,negativ
236,6,2022-08-24 05:51:47,1562316721180098560,"@eysvog3l Wenn das bedeutet dass NUR die Kanzlerpartei an allem Schuld hat was passiert ist oder passieren wird - ja - dann schauts für die #SPD grade nicht gut aus. 

#FDP und #Grüne haben somit einen Persilschein und es wird nie irgendwas auf sie zurückfallen. 👍🏻",Grüne,0.0,neutral
237,7,2022-08-24 05:48:34,1562315912375664640,"#Doppelmoral #Grüne #SPD sobald auf Reisen wird es angemessen angenehm gestaltet. 
Hat Kanzler seine eigene Richtlinienkompetenz auf Lambrecht ausgeübt und ohne Maske auch für nicht Bundeswehr Angehörige angeordnet ?
Lufthansa zB sind dann auch frei in handeln? 
@ardmoma",Grüne,0.0,neutral
238,8,2022-08-24 05:41:28,1562314124763299840,"Was ist daran furchtbar? Ohne Kriege: Überbevölkerung. Gut für #Grüne, #Linke und #Sozen, die so ihr Diktat ausüben können.

ARD-„Tagesthemen“ mit massiver Änderung - der Grund ist furchtbar https://t.co/9zsk6Bbymw",Grüne,-0.6444,negativ
239,9,2022-08-24 05:40:11,1562313802519138304,@tagesschau #GruenerMist #Gruene Lügner https://t.co/3bDSMDhMW6,Grüne,-0.4588,negativ
240,0,2022-08-24 05:23:39,1562309643283714048,"Egal welche Farbe ihr habt
Rot,Schwarz,Blau,Grün oder
Violette.
Das wichtigste zu wissen ist.
Ihr seid nicht Für uns.
#FPÖ #SPÖ #GRÜNE
#NEOS #ÖVP",NEOS,0.7003,positiv
241,1,2022-08-24 04:44:30,1562299791090286592,"先日チヌ狙いにいった先で、ヒラスズキの巣を見つけた様子をRCC釣り自慢に寄稿しています✍️

真夏に飛沫あびながらのヒラスズキゲームは、真冬のソレとは全く違う爽快なゲームでした😀

#RCC　#釣り情報　#釣り自慢
 #GLORYFISH #NEOS https://t.co/JXU7wZ4oBV",NEOS,0.0,neutral
242,2,2022-08-24 04:35:34,1562297539050848256,Schönes bunt grün linkes Deutschland 👏👏 das bekommt man wenn man #linke türkise und #Gruene wählt. #GruenerMist #vdb #spoeddebat #spoe #zib1 #zib2 #neos #wallentin #pogo #marcopogo https://t.co/GQVPwU9AS9,NEOS,0.743,positiv
243,3,2022-08-24 04:28:49,1562295843486859264,"#Neos に入って最初のアバターセットアップは、こちらを使わせていただきました。
その場でkazuさんが教えてサポートして下さって、VRMのデータから無事に変換できて、とてもありがたかったです🙏✨ https://t.co/fKCOZ7FDwS",NEOS,0.0,neutral
244,4,2022-08-23 23:48:34,1562225315455598592,"困ったときは‥‥💦
Reliable lure🤗🤗🤗
#朝練 
#PB20 
#coreman 
#gloryfish
#gloryfishplus 
#neos https://t.co/KPtZwcKczs",NEOS,0.0,neutral
245,5,2022-08-23 16:03:15,1562108214082142210,"@VpWeeaboo @diegruenen @BMeinl Laut Medien wird daran gebastelt. Laut Presse will @BMeinl Außenministerin werden, weil Bildung ist ihr zu undankbar.

Wohl gelernt vom #NEOS - Versagen in Wien",NEOS,-0.0258,neutral
246,6,2022-08-23 15:44:25,1562103474749325312,"65% der Deutschen sind mit ihrer #Ampel Regierung nach einem 3/4 Jahr unzufrieden.

In #Österreich wäre es bei den bereits bekannten politischen Plänen von #SPÖ und #NEOS sowie von der #ÖVP ungebremsten @diegruenen wohl nicht anders

Außenministerin wäre laut Presse @BMeinl",NEOS,0.0,neutral
247,7,2022-08-23 14:33:35,1562085649544617984,"👀✈️🔊
EI-RZD 
#NOS2903 
#Neos 
#Ireland
#Boeing 737 MAX 8 
#Neos
#4CAC36
Alt 38000ft
 #4CAC36  
Seen 108 Times
#ScotRadar

https://t.co/D4NQ5v7aPd https://t.co/RMxZfN8Gjg",NEOS,-0.2023,negativ
248,8,2022-08-23 14:13:50,1562080680535801859,"👀✈️🔊
EI-RZD 
#NOS2903 
#Neos 
#Ireland
#Boeing 737 MAX 8 
#Neos
#4CAC36
Alt 38000ft
 #4CAC36  
Seen 108 Times
#ScotRadar

https://t.co/D4NQ5v7aPd",NEOS,-0.2023,negativ
249,9,2022-08-23 12:29:53,1562054516740177921,"Großartig. Daß die #FPö net zustimmen wird, war klar. 
Abe daß die #SPÖ und die #Neos so derartig unverantwortlich handeln, das ist schon gewaltig. 
Stehen wir halt ohne Notkraftwerk da, wurscht. 
#Hauptausschuß
#Energielenkungsverordnung https://t.co/g0kHgfFI3e",NEOS,0.0,neutral
250,0,2022-08-25 06:09:59,1562683687765848065,"die #spö dagegen wäre nicht ganz abgeneigt...

thread!
#mattle #övp #tirol https://t.co/RIh5Rv1pjs",SPÖ,0.0,neutral
251,1,2022-08-25 00:18:00,1562595109136650243,@FuerstRoli Dass Ihnen dieser schäbige Populismus nicht zu primitiv ist. #spoe,SPÖ,-0.1635,neutral
252,2,2022-08-24 22:55:31,1562574350745624577,"Mit #Grüne + #SPÖ vs. #ÖVP verhält es sich wie mit ""Alkohol vs. Psychopharmaka""! 😵‍💫

Wir brauchen eine starke, progressive politische Kraft, die #FPÖ, #SPÖ &amp; #ÖVP hinter sich lässt! 💨

Vielleicht die #Bierpartei von #MarcoPogo? Eventuell auch #LinksWien &amp; #KPÖ? 🥰🏁 https://t.co/XaT2lXPsZR",SPÖ,0.0,neutral
253,3,2022-08-24 20:24:30,1562536349764579335,"@RundaRudi @PeterKaiserSP Ich hab seine ruhige und besonnene Art immer mögen. Etwas Besseres hätte Kärnten nach den Dörflers, Haiders, Scheuchs, Martinzs usw. nicht passieren können. Aber die Sozis interessiert ""nur"" Wien und es darf/kann nur ein Wiener, eine Wienerin die #SPÖ führen 🥳",SPÖ,0.0,neutral
254,4,2022-08-24 19:59:41,1562530104148135936,"@dieClaudi7 @VickySpielfrau Bringo! Seh ich auch so und das geht besser mit der @KPGraz, @kpoe_wien &amp; @linkswien statt mit der #SPÖ! Wenn schon links, dann so richtig links und nicht mit sozial-liberalen Betonkapitalisten! 💚💜❤️",SPÖ,0.8096,positiv
255,5,2022-08-24 19:12:42,1562518277213257728,"@VickySpielfrau Ist das wirklich realistisch mit der #SPÖ? In Wien betonieren die doch alles zu! Ich will 30% bis 35% grün sehen, nicht rot! 🙃",SPÖ,0.4374,positiv
256,6,2022-08-24 18:45:05,1562511329604222978,"ach #SPÖ Pandi,
Tinas Mutter hat das Urteil mehrfach nicht respektiert. https://t.co/GgBl5fqksP",SPÖ,-0.3875,negativ
257,7,2022-08-24 18:18:59,1562504762515689473,"@georgprack @WKogler @WKogler redet viel, wenn der Tag lang ist. Diese Forderung gibt es seit Monaten seitens der #SPÖ. Bis jetzt habt ihr das immer abgelehnt! Die Teilprivatisierung war auch ein Fehler, aber eure Politik für die Konzerne ist elendig….",SPÖ,0.0,neutral
258,8,2022-08-24 16:29:01,1562477084877791235,@ebene09 @FuerstRoli Ja - stimme überein - eine größere Öffentlichkeit wäre angebracht - man könnte Kritik äußern wie Sie - dieses Hauen von #spoe Seite empfinde trotzdem als widerlich. Kann die Partei schon deshalb nicht mehr wählen (hab ich eh nicht oft getan),SPÖ,0.0,neutral
259,9,2022-08-24 14:45:27,1562451022613987328,"Heute ein echter Wiener an einer roten Ampel:

""Hurn rote Ampel...wie der Burgermasta""
""Nur rote scheiss Ampeln, wie des ganze Wien""

Wohl kein Wiener #SPÖ Wähler...😂😂😂",SPÖ,-0.34,negativ
260,0,2022-08-25 06:47:08,1562693040644317184,"@xianwien @WKogler welche von den beiden?

#ÖVP #FPÖ",ÖVP,0.0,neutral
261,1,2022-08-25 06:22:31,1562686844789088258,"Das Wort zum Donnerstag:

Die ÖVP ist ein an Widerwärtigkeit nicht zu überbietender korrupter und niederträchtiger Kackhaufen. 

#sobotka #oevp #Korruption #cofag",ÖVP,-0.2382,negativ
262,2,2022-08-25 06:09:59,1562683687765848065,"die #spö dagegen wäre nicht ganz abgeneigt...

thread!
#mattle #övp #tirol https://t.co/RIh5Rv1pjs",ÖVP,0.0,neutral
263,3,2022-08-25 06:08:07,1562683219530567681,"@a_j_tra @diegruenen @SPOE_at Die @diegruenen sind die neue @volkspartei. Die @sigi_maurer hat schon die Rethorik einer @l_sachslehner. Es geht den #gruene nur noch um Mscherhalt und Populusmus.

#grüne #oevp #kogler #maurer #gewessler #nehammer #karner #karnermussweg",ÖVP,0.0,neutral
264,4,2022-08-25 06:05:12,1562682487062806529,"Der aktuelle grün-rote Hickhack ist ja sehr konstruktiv, super macht ihr das - in der Zwischenzeit freut sich die #ÖVP kein Teil der Energiediskussion zu sein und spielt auf Flüchtlingsfeindlichkeit.",ÖVP,0.9142,positiv
265,5,2022-08-25 05:51:37,1562679068675305474,"@lgewessler Schämen Sie sich Fr. @lgewessler. Wem geben Sie das Geld? Das Geld ist von den BürgerInnen schon. Sie sind um nichts besser als die @volkspartei. Anstand und Moral wählt euch nie wieder.

#gruene #oevp #gewessler #kogler #maurer #cofag #schmid #kurz https://t.co/bjoWJB073h",ÖVP,0.0,neutral
266,6,2022-08-25 05:51:32,1562679047653818369,"@karlnehammer .@karlnehammer, machen sie jetzt auf #Satire? Wenn ich Fotos von ihnen in den verschiedensten Medien gesehen haben, dann war das Meistens bei irgendwelchen ihrer #ÖVP-Organisation und deren #Feiern. Die können ja, im Gegensatz zur verarmenden restlichen Bevölkerung, noch feiern.",ÖVP,0.0,neutral
267,7,2022-08-25 05:43:31,1562677030927228929,"Die @diegruenen mit @wkogler und @sigi_maurer. Das bekommt man von so einer Regierung. Keine Transparenz. Kein Anstand. Keine Moral. Was unterscheidet die von der @volkspartei? Nur die Farbe.

#gruene #grüne #oevp #nehammer #karner #cofag #kogler #maurer https://t.co/1WodaUCskg",ÖVP,0.0,neutral
268,8,2022-08-25 05:38:06,1562675666952237056,"@UStroemsnes @poleo58 @franzdomig in einer der ärgsten krisen dieses landes bedient sich die #oevp hemmungslos an den steuergeldern. 
hinweg mit ihnen.

https://t.co/Ch7N2XLj5z",ÖVP,-0.5267,negativ
269,9,2022-08-25 05:07:43,1562668020610535424,@BMeinl Möglich ... aber dann nur Tiroler mit #ÖVP Parteibuch ???,ÖVP,0.3049,positiv
270,0,2022-08-25 06:47:08,1562693040644317184,"@xianwien @WKogler welche von den beiden?

#ÖVP #FPÖ",FPÖ,0.0,neutral
271,1,2022-08-25 06:27:57,1562688210148691970,"Ich sage ja, dass die @neos_eu am besten zur #FPÖ passen. Beide aus dem gleichen Holz geschnitzt. Die Wahrheit ist @BMeinl auch nicht so wichtig. Erbärmlich diese demokratische Restlgruppe! https://t.co/6axVJkLSAn",FPÖ,0.744,positiv
272,2,2022-08-24 22:55:31,1562574350745624577,"Mit #Grüne + #SPÖ vs. #ÖVP verhält es sich wie mit ""Alkohol vs. Psychopharmaka""! 😵‍💫

Wir brauchen eine starke, progressive politische Kraft, die #FPÖ, #SPÖ &amp; #ÖVP hinter sich lässt! 💨

Vielleicht die #Bierpartei von #MarcoPogo? Eventuell auch #LinksWien &amp; #KPÖ? 🥰🏁 https://t.co/XaT2lXPsZR",FPÖ,0.0,neutral
273,3,2022-08-24 21:37:53,1562554814198091782,"An alle #fpoe Sympathisanten, das ist keine Satire Sendung ! https://t.co/kx1AWxgzub",FPÖ,0.0,neutral
274,4,2022-08-24 20:45:24,1562541606896807941,"#zib2 
Was für ein simpel gestrickter, in einer wunderbaren Parallelwelt lebende Wicht ist denn dieser #FPÖ Abwerzger in Tirol? 
„Die FPÖ ist nicht wissenschaftsfeindlich“. 
Na eh nicht. 🤦🏼‍♂️🤦🏼‍♂️",FPÖ,0.7096,positiv
275,5,2022-08-24 19:41:21,1562525488434024449,"Autriche: la FPÖ veut un référendum contre les sanctions russes: ""Arrêtons de nous tirer une balle dans le pied !"" https://t.co/Ywhw20mCUD #FPÖ #Autriche #HerbertKickl https://t.co/dd9rnDDDFx",FPÖ,0.0,neutral
276,6,2022-08-24 19:32:14,1562523195093454848,"@katjadler @fdpbt Was bist Du doch für ein Mistst*ck, Kathrin?!
Du brauchst das?!

#FPOE 
#FDPrausausderRegierung",FPÖ,0.0,neutral
277,7,2022-08-24 19:13:53,1562518577034719232,"@wolff_ernst ja, aber was ist mit der opposition? #afd, #fpoe, giorgia meloni, marine le pen? vor 2 jahren hätte ich nie gedacht, diese parteien zu wählen, geschweige denn als hoffnungsträger zu sehen. ich fasse diese entwicklung immer noch nicht. 🤦‍♀️",FPÖ,0.0,neutral
278,8,2022-08-24 19:01:59,1562515579948306433,"Herbert #Kickl #FPÖ:
Wie die Regierung samt SPÖ und Neos Österreichs Neutralität mit Füßen treten, so tritt der ORF seine Verpflichtung zur Objektivität und Unparteilichkeit mit Füßen.
Ein X bei Walter Rosenkranz am 9. Oktober und für die FPÖ bei den nächsten Nationalratswahlen! https://t.co/i9lrP63ewP",FPÖ,0.0,neutral
279,9,2022-08-24 18:59:41,1562515003751559168,"Können nicht zuschauen, wie #Putin Vormachtstellung in Europa übernimmt. Finanziert #Orban, #Syriza, #Linke, #AfD, #FPÖ, #LePen, #Salvini, #Meloni.
Hat Spinnennetz von Agenten u. Verb. wie #Berlusconi, #Schröder &amp; Co.
Es hieße Abschied nehmen von Europa wie wir es lieben. https://t.co/DKwmp51V21",FPÖ,0.0,neutral
280,0,2022-08-25 06:46:29,1562692875540119553,"Heiße Luft im Medienzirkus um die Leute zu beruhigen.

Es wird ja als Partei dennoch das Bückstück für Wirtschaft, Parteieliten und die Ferengipartei gemacht.

#Grüne #Gasumlage https://t.co/V2pQL6QVAi",Grüne,0.6705,positiv
281,1,2022-08-25 06:44:51,1562692464313372672,"Analog #Strack-Zimmermann fordert auch #Baerbock sofort intensive Unterstützung Ukraine! Seit Wochen sprechen die drei Parteien davon #CDU #Grüne #FDP !
Doch es geht nicht voran - bringt es zur Abstimmung in den Bundestag damit Kanzleramt Scholz handelt!
https://t.co/80UgN8A08l",Grüne,0.0,neutral
282,2,2022-08-25 06:40:20,1562691329272213505,"Wie soll das funktionieren? Was ist ein gesundes Unternehmen - #Habecks Flickwerk in Sache #Gasumlage &amp; Sparmaßnahme gerät täglich mehr in Schieflage #Grüne 
Analog Commerzbank Lufthansa muss in Krise Staat eingreifen &amp; nicht einzelne Bürger!
#CDU handelt! https://t.co/oslC4eQ6dV",Grüne,0.0,neutral
283,3,2022-08-25 06:38:32,1562690876001816576,"@SchmidtFanderl @ARD_BaB @ZDFheute @WDR @BR24 @mdr Wir haben ja auch kein Problem mit #Atomstrom aus anderen Ländern - warum dann ein Problem mit #Wasserstoff aus #Atomstrom?
The #Hypocrisy must go on.
#grüne sind #Heuchler. #energiewende",Grüne,-0.4939,negativ
284,4,2022-08-25 06:38:12,1562690790908116993,Wer #CDU wählt bekommt #SPD und #Grüne https://t.co/a5aBcXmlgc,Grüne,0.0,neutral
285,5,2022-08-25 06:38:12,1562690788705722368,#Sanktionen #Habeck #GruenerMist #Gruene #Baerbock #Scholz https://t.co/uA8uOQUSEe,Grüne,0.0,neutral
286,6,2022-08-25 06:34:05,1562689753778073600,Verkehrslärm und insbesondere Motorradlärm kann Menschen im Ländlichen Raum sehr beeinträchtigen. Wir brauchen daher für alle Fahrzeuge klare Lärmschutzvorgaben an die Industrie! #Verkehrswende #Grüne #Lärmschutz @Helge_Limburg  https://t.co/n2msuTTotq,Grüne,0.0,neutral
287,7,2022-08-25 06:32:46,1562689423103623168,@welt 🙈 #Heil ist auch einer der Vollpfosten der letzten Regierungen. Ganz nahe an #Altmaier von der Kompetenz. Bitte die #SPD endlich raus aus Bonn - #Links #Gruene und Pfarrer gleich mit,Grüne,0.5994,positiv
288,8,2022-08-25 06:32:08,1562689263103537152,"War klsr! - #RBB ist systematisch für #ÖRR #ARD ZDF Anstalten! #NDR #BR #WDR 
Natürlich wollen #Buhrow &amp; Intendanten keine Vergütungs-/Verwaltungsreform, Abschaffung paralleler Strukturen, .
Ziel: Eine schlanke ÖRR Anstalt &amp; GEZ halbieren
@CDU #FDP #Grüne 
https://t.co/ZONYvua09U",Grüne,0.0,neutral
289,9,2022-08-25 06:31:00,1562688977144250368,@fabulous_Bert die Energiewende ist längst gescheitert. Die Bundesnetzagentur prognostiziert eine Gasmangellage bis Ende des Jahres. Also Stromabschaltung kommt vorher wegen der Heizungssteuerung. Zugegeben #Linke und #Gruene Faschisten verstehen das nicht.,Grüne,0.0,neutral
290,0,2022-08-25 05:11:52,1562669063502893059,"Am 25.09. gibt es #inTirol eine einzigartige Chance, sowas gab es noch nie! Im Interview mit @derStandardat erkläre ich, was wir #Neos dazu beitragen können: https://t.co/6mSxWVUE5V",NEOS,0.75,positiv
291,1,2022-08-25 04:52:20,1562664147338559489,"昨日に引き続き今日も #NeosFesta 配信します❗今日はVRアーティストの「ひよこ師匠」「MANAさん」を招待し、#Neos 内の #VRアート ワールドを探索します🎨VRアートはモニタ越しに伝わりにくいですが、VRで体験した時の感動はものすごいです。

▶21:15配信開始：https://t.co/PPknxehqwG
#サルトリ https://t.co/00VMerxCXP",NEOS,0.0,neutral
292,2,2022-08-25 03:48:38,1562648117341655040,"🍀ある日のアリーナ🍀
味方を誤射しまくる大人たちww
大笑いしながらやってますがめちゃくちゃ真面目にアリーナやってます🤣👍
@aobkey0358 
@NEOSjr_Ken 
いつも楽しい時間をありがとう💛
#NEOS #フォートナイト #FORTNITE #アリーナ #トリオ #トリーナ https://t.co/C0of7CpGEr",NEOS,0.0,neutral
293,3,2022-08-25 02:53:24,1562634216697102336,"#NeosFesta4 オレンジオススメワールドツアー楽しかった～🐵内容も凄く良かったし、何よりもワールドにあるアイテムを持って帰れるのがお土産感ありすぎて素敵すぎる！！今日は #Neos でVRアートワールドツアー❗こちらも楽しみっす🎨

▶アーカイブはこちら https://t.co/coxrJ40OjZ
#サルトリ https://t.co/xaZ9QYqCav",NEOS,0.0,neutral
294,4,2022-08-24 23:05:35,1562576887234560002,"Harpie Neos (Mai Valentine) Deck - Duel Links
#tweet #seasononegaming #yugioh #duellinks #harpie #neos #maivalentine
https://t.co/ZLHZZfJNrx",NEOS,0.0,neutral
295,5,2022-08-24 16:52:18,1562482946061115395,@steffi_krisper Was faseln Sie da? Stimmt doch nicht! Unglaublich. #neos unwählbar.,NEOS,0.0,neutral
296,6,2022-08-24 15:48:17,1562466834577702912,UK ISP Giganet has brought in #Neos Networks to provide backhaul and data centre connectivity to support its new southern counties #network and plans to rollout more #gigabit FTTP services. Read the article to learn more. https://t.co/LjdHWBhFRy,NEOS,0.0,neutral
297,7,2022-08-24 14:22:03,1562445135396622336,"Wherever I go I find incoming elections. Here in #Tirol
#Innsbruck #fpoe #neos #ecprgc22 https://t.co/wj1sPZUBPz",NEOS,0.0,neutral
298,8,2022-08-24 14:11:50,1562442562736386048,@Freizeitrobin @diegruenen Das macht diesen Mitläufer:innen nichts aus. Sie denken schon an die Koalition mit der #SPÖ und den #NeOS. Viel Schaden haben die #Grüne|n nicht genommen!,NEOS,0.1007,neutral
299,9,2022-08-24 14:09:51,1562442063576068098,"Natürlich muss noch ein #NeOS Typ auf #Pogo draufhauen. Eh klar. Hätte ich sonst vermisst! So jetzt schnell für #VdB unterschreiben gehen, dass die asozialste aller Parlamentsparteien kekne Probleme bekommt bei der nächsten Angelobung durch den Sascha. Er wird es euch n vergessen https://t.co/1ToLsUQbkJ",NEOS,0.0,neutral
300,0,2022-08-26 08:15:53,1563077761664593921,@StmDer @norstabu Das hat die #SPÖ Wien und die im Burgenland auch...trotzdem sandeln die nicht so ab.,SPÖ,0.0,neutral
301,1,2022-08-26 07:34:26,1563067329000247301,"@WalzerFritz @SchnablFranz Das Problem, über das in #Niederösterreich nicht gesprochen wird ist, dass die #Spö ihre ureigensten Themen mit der #Fpö teilt, weil ihr der Verlust der #Övp wichtiger ist, als der eigene Gewinn.
Das machen die Grünen auch, aber sie sind in NOe eher unbedeutend.",SPÖ,0.0,neutral
302,2,2022-08-26 06:18:23,1563048190504763395,"In Belgien macht die Staatsbahn Webung für Maskenfreiheit.

In #Wien ist sie Pflicht. #Maske für Kinder in der U-Bahn am Weg ins Bad bei 30 Grad...!
Danke, #SPÖ und @BgmLudwig. Für nix. https://t.co/T0ovbc1Eqp",SPÖ,0.7088,positiv
303,3,2022-08-26 06:16:46,1563047783007162368,"#Spö läuft in Richtung #Nr1 in #Niederösterreich!

@SchnablFranz als Landeshauptmann, ist das möglich? https://t.co/GpSvkmKsWB",SPÖ,0.2481,positiv
304,4,2022-08-26 06:12:27,1563046698359721987,@lgewessler Warum soll an ihrer Unfähigkeit die #SPÖ schuld sein Österreich #Energiesicherheit zu bringen? Warum haben sie in dieser Sache das erste Halbjahr 2022 nichts oder nur sehr wenig unternommen? Warum glauben sie die #Richtige für diesen verantwortungsvollen Posten zu sein?,SPÖ,0.0,neutral
