,index,created_at,id,text,partei,score,Stimmung
0,0,2022-08-18 09:32:58,1560198056229879808,"Ihr müsst verstehen #diegruenen #Neos #spoe haben jetzt 4 Monate lang Corona sind im Urlaub, und müssen jetzt über Seen reden wo sie Urlaub machen.",SPÖ,0.128,neutral
1,1,2022-08-18 06:59:03,1560159321136275456,"Wenn zusätzlich zum Sonntag zwei weitere Tage frei sind, hat die Arbeitszeitverkürzung für Arbeitnehmer:innen viele Vorteile. Welche sind deine?  Hier unser #SPÖ Modell zur Arbeitszeitverkürzung https://t.co/NF2NczqwWo https://t.co/NM0rWnZ6xR",SPÖ,0.6369,positiv
2,2,2022-08-18 06:40:53,1560154750250881025,"#SPÖ - Pam: Preisdeckel! Wir müssen die ""einfachen Leute"" entlasten!

#SPÖ - Ludwig: na nix, mach ma alles immer teurer, in der letzten Zeit hat er alle Preiserhöhungen ohne Muh und Mäh abgesegnet.

Wie sagte es Goethe? Des Pudels wahrer Kern... https://t.co/gRDZ1lfD5Y",SPÖ,0.0,neutral
3,3,2022-08-18 06:08:21,1560146564865314818,"Was Kickl einst verhindert hat, wird nun umgesetzt unter Mithilfe von #SPÖ #NEOS #DieGrünen #ÖVP - der #Migrationspakt 💁‍♂🙄",SPÖ,0.0,neutral
4,4,2022-08-18 05:34:35,1560138066920177665,"https://t.co/UejMyhgW6p

und das geht durch! Unglaublich was für ein Fail Österreichs Journalisten sind.

Täglich hält die Bundes #SPÖ PK´s ab und will alles deckeln, senken und Subventionen erhöhen aber die Wiener #SPÖ casht unverschämt ab und die 4 Macht SCHWEIGT",SPÖ,0.0,neutral
5,5,2022-08-17 22:42:41,1560034406827528193,"Die #ak (#spö) hat nicht den Anspruch, sinnvolle Konzepte anzubieten. Worum es ihr geht, ist immer wieder die Botschaft zu verbreiten, was sie den Reichen alles wegnehmen wollen, um es den Armen zu geben. Schliesslich zählt sich doch die Mehrheit zu den Armen.
#zib2",SPÖ,0.0,neutral
6,6,2022-08-17 16:13:08,1559936372978470912,"Another day, another awesome #podcast featuring @EthernetAllianc Chair, @petergjones of @Cisco. This time, Peter sits down with @packetpushers to talk about Single-Pair #Ethernet, #SPE #standards, #SPoE, much more. It's worth a listen, so tune in at: https://t.co/0IhAuVxjfx https://t.co/PsEVjYi9Ic",SPÖ,0.0,neutral
7,7,2022-08-17 14:09:51,1559905348215078913,#SPÖ Chefin besucht die Stadt. Die Stadtpartei legt auf FB den Fokus auf die wichtigen Dinge ;) https://t.co/2tS4gx8Vu2,SPÖ,0.5574,positiv
8,8,2022-08-17 13:45:31,1559899226796089344,"@kenwinkler @pablodiabolo Wir werden es ja dann sehen. Auf jeden Fall bekommt weder die #ÖVP,  noch die #SPÖ meine Stimme. Das weiß ich zumindest mit 100%",SPÖ,0.0,neutral
9,9,2022-08-17 12:59:17,1559887588634365952,@florian_covi Wer #SPÖ wählt wählt die Ampel!,SPÖ,0.0,neutral
10,0,2022-08-18 09:01:54,1560190238135402496,"Vorschlag zur Güte: wir machen ein #crowdfunding auf und bestechen die Regierung selbst. 
#Korruption #oevp",ÖVP,-0.0516,neutral
11,1,2022-08-18 08:56:55,1560188986160734209,"Tja die #ÖVP lasst sich mit den Nasenring durch die Arena treiben , ich glaub die regieren garnicht mehr , die haben alles den #Grünen übergeben , warum ist #Neahmmer so unfähig https://t.co/fPh576ocHQ",ÖVP,-0.5949,negativ
12,2,2022-08-18 08:52:57,1560187987874521088,Wieviel Nehammer Skandale braucht es bis er zurück tritt? Der #oevp Kickl? https://t.co/8OAdiwVF4D,ÖVP,-0.5661,negativ
13,3,2022-08-18 07:59:01,1560174414540554241,"Seit Kanzler #nehammer medienwirksam &amp; in typischer Türkiser #oevp Showpolitik Manier angekündigt hat, seinen Urlaub zu canceln, hat man nichts mehr von ihm gehört oder gesehen! Was wiederum beweist, dass es völlig wurscht ist, ob wir diese Regierung haben oder nicht! #Neuwahlen",ÖVP,0.0,neutral
14,4,2022-08-18 07:48:06,1560171668022198273,"Teuerung im Juli von 9,3 %, beim Miniwarenkorb sogar 19,1%. #ÖVP &amp; #Grüne: https://t.co/h1JRxsnHnM",ÖVP,-0.4019,negativ
15,5,2022-08-18 07:11:36,1560162479946309634,"Das darf doch alles nicht wahr sein. Lernen aus der allerjüngsten Vergangenheit ist wohl kein Thema⁉️ @Alma_Zadic #Karner #oevp @diegruenen 
#esreicht https://t.co/Ass6dPvWwo",ÖVP,-0.4847,negativ
16,6,2022-08-18 06:45:16,1560155854577565696,"""Niemand versteht, wenn 100.000e in Armut abrutschen und andere im Geld schwimmen"". AK-Ökonom Marterbauer verlangt eine Gewinnsteuer für Energiekonzerne #Energie #Inflation #Teuerung #AK #Verbund #OMV #Uebergewinnnsteuer #Armut #oevp #nehammer #Kocher #Marterbauer https://t.co/dFRnmt9PTv",ÖVP,0.0,neutral
17,7,2022-08-18 06:28:20,1560151591067553793,"@fabian_schmid Hallo!? - Es ist vielleicht einfach ein riesen Verbrechen, der #ÖVP unter #Schüssel. - Dass wir da 20 Jahre danach noch immer herumraten müssen, erhärtet den Verdacht.",ÖVP,0.126,neutral
18,8,2022-08-18 06:23:01,1560150255093649409,"Ich finde ka die ""Logik"" der #ÖVP richtig genial.
➡️ Banken in der Krise retten = normal
➡️ #KöSt senken = normal
➡️ Konzerne zahlen fette Boni und Dividenden, während sie Staatshilfe bekommen = normal
➡️ #Uebergewinnsteuer = Kommunismus! Die armen Märkte",ÖVP,0.0,neutral
19,9,2022-08-18 06:11:08,1560147263200137216,"@MTraxl Die #ÖVP wird mir ihrem neuen Dauerbrenner ""keine Denkverbote"" keinen Blumentopf gewinnen. Dafür werden sie niemals gewählt. Irre, wie sich eine Partei aufgibt.",ÖVP,0.6844,positiv
20,0,2022-08-18 09:15:17,1560193606723506176,@speis_oo Hören wir uns mal die #orfsg22 mit @tpoetzelsberger an wie er seine Zukunft und die der @FPOE_TV #fpö sieht - vielleicht hat er ja eine Lösung für  #teuerung #ukrainekrieg ?,FPÖ,0.5106,positiv
21,1,2022-08-18 08:52:07,1560187775818792960,"Provokante Frage an #FPÖ-#Graz-Klubobmann Alexis #Pascuttini: Ist die #KPÖ-Graz die bessere #sozialeHeimatpartei?

Die Antwort darauf und auf viele weitere Fragen gibts im ""Info-DIREKT Live-Podcast"":

https://t.co/dCUFDbj1Pg",FPÖ,0.4767,positiv
22,2,2022-08-18 08:46:33,1560186374879322118,"Wär ich die #FPÖ, dann würde ich mich auch nicht von dieser ausg'schamtn Person als #nützlich bezeichnen lassen.",FPÖ,0.0,neutral
23,3,2022-08-18 08:44:46,1560185926520823808,"@HerbertWiesing1 Hoppla, was hat es mir denn da für einen Volltrottel in die Timeline gespült?
Sollte man den kennen?
Intellektuell und charakterlich würde ich ihn mal Richtung #FPoe verorten..",FPÖ,0.0,neutral
24,4,2022-08-18 08:35:20,1560183552163160065,"@austromarket Da musst du die Tiroler #FPOe fragen, ich bin ehrlicherweise überfragt.",FPÖ,0.0,neutral
25,5,2022-08-18 08:34:38,1560183377847885825,"@WolfamTeich @vilimsky ""Retten"" können wir uns (wie immer übrigens) nur selber.
Um aber das zu bewerkstelligen brauchen wir Personen auf Entscheidungsebene die nicht GEGEN uns arbeiten.
Und genau das erfüllt #Rosenkranz und genau das hat #FPÖ die letzten 2,5 Jahre gemacht.",FPÖ,0.0,neutral
26,6,2022-08-18 08:27:12,1560181504399052800,"@krone_at @BMeinl @_katiawagner Der tägliche unsachliche Angriff auf die #FPÖ… Ablenkung von Skandalen wie Cofag, selbstverschuldete Teuerung, unkontrollierte Migration…",FPÖ,-0.836,negativ
27,7,2022-08-18 07:15:00,1560163335382872064,"#Altkatholiken (@altkath_at) appellieren an #Kickl, auf Mitgliedsbeiträge zu verzichten – Der #FPÖ-Bundesparteiobmann hatte die Kirchen zuvor dazu aufgefordert, wegen der Teuerung die #Kirchenbeiträge auszusetzen: https://t.co/JXHzYgUWT4 #Kirchenfinanzen #altkatholisch",FPÖ,0.0,neutral
28,8,2022-08-18 05:31:09,1560137200230178816,"https://t.co/7B9hgPJ7VS

@BMeinl die Wortwahl ist eine schlichte Katastrophe! Von ""Volksverrätern"" bis hin zu ""nützlichen Idioten"".

Wer sich über die Wortwahl der #FPÖ moralisierend stört aber selbst (wiederholt) in dieselbe Kiste greift.

Unmöglich!",FPÖ,0.0,neutral
29,9,2022-08-18 00:11:05,1560056653860552705,"Gerade die Parteien, die sich damit rühmen die #Balkanroute geschlossen oder den UN-Migrationspakt verhindert zu haben, machen jetzt kleinlaut heuliheuli und faseln was über #Neutralität um ja nicht beim #RussianVisaBan #Einreiseverbot mitzumachen. GRENZEN DICHT! #oevp #fpoe https://t.co/qWdXVeO3vf",FPÖ,0.0,neutral
30,0,2022-08-18 09:38:57,1560199562253553664,"@mz_storymakers Das hab ich NIE gedacht.
Ich hab gewußt was wird u es kam genauso!
Deswegen hab ich d #AfD Kampfschrei #MerkelMussWeg nie verstanden. Damit haben d nur eins erreicht: #Gruene und sowieso #Ampel. Und ich glaube das war das Ziel. Was d #AfD zu blökenden #Gruenen Unterstützer macht!",Grüne,0.0,neutral
31,1,2022-08-18 09:32:24,1560197915800387585,"In D sind die Sozialdemokraten noch nicht so weit.
Oder?
Kennt man hier nur von  den jungen #Gruene.

#SPD https://t.co/hTVZmNr6iA",Grüne,0.0,neutral
32,2,2022-08-18 09:31:12,1560197613995147265,"@lisapaus @Gruene_CW Inländischer Terrorismus gegen #Grüne. Wie abgefuckt kann es noch werden und das entsteht aus Hass/Hetze..Gewalt.
Es tut mir unendlich leid 💚",Grüne,-0.8316,negativ
33,3,2022-08-18 09:29:20,1560197141469007872,"Da sieht man wie bescheuert die #Gruene - #Linke Blase ist. Diese feiern #Ikea, weil diese aus #CO2 Gründen keine #Pommes mehr verkaufen. Aber #Umweltsuenden wie unten werden ignoriert, auch das #Moebel um die ganze Welt gekarrt werden. Typisch für die #Gruenen #Linken #SPD ... https://t.co/YFl5bMmfZS",Grüne,0.0,neutral
34,4,2022-08-18 09:27:41,1560196725305909248,"#Olaf #Scholz
#Cum-ex
#Kanzler
#entlarvende
#Protokoll

wichtiges Treffen mit einem #Bankier in der Cum-ex-#Affäre #Widersprüchliches. Und #Spitzenbeamte behindern die #Aufklärungsarbeit der #Ermittler.
#CDU
#SPD
#Gruene
#linke
#Afd

 https://t.co/E5a8oKkGeJ",Grüne,0.0,neutral
35,5,2022-08-18 09:27:21,1560196644179787776,GRÜNEN-Vorstand tagt in der „Domplatz-Oase“ https://t.co/g1N9B2uLFh #Grüne #Münster,Grüne,0.0,neutral
36,6,2022-08-18 09:26:40,1560196472116809728,"Die Grün*innen zeigen immer mehr, dass sie mit Gewalt ihre Ideologie gegen den Willen der Mehrheit durchsetzen wollen. Freiheit statt Sozialismus! #Gendergaga #gender #Gruenen #GruenenInkompetenz #Gruene #GruenerMist https://t.co/G7UW6lEH6Z",Grüne,0.5093,positiv
37,7,2022-08-18 09:25:01,1560196057610571776,Der Bezirksbürgermeister von #Berlin-Mitte hat das Vertrauen seiner Partei verloren. #Grüne https://t.co/5lF6qIOHmw,Grüne,0.1779,neutral
38,8,2022-08-18 09:22:57,1560195535495221248,"@Perowinger94 @BirgitBjr Das Problem ist, dass #SPD uns #Grüne das offenbar auch nicht so wichtig finden…",Grüne,-0.6051,negativ
39,9,2022-08-18 09:18:27,1560194405566484480,"#Grüne in München:
Karriere im öffentlichen Dienst nur noch mit #Gender-Vergatterung https://t.co/ypI0u6YQ9K",Grüne,0.0,neutral
40,0,2022-08-18 09:32:58,1560198056229879808,"Ihr müsst verstehen #diegruenen #Neos #spoe haben jetzt 4 Monate lang Corona sind im Urlaub, und müssen jetzt über Seen reden wo sie Urlaub machen.",NEOS,0.128,neutral
41,1,2022-08-18 08:30:20,1560182294299787264,@RedaktionZack Außerhalb der Verfassung #Neos,NEOS,0.0,neutral
42,2,2022-08-18 08:05:52,1560176135543177216,@vilimsky @GeraldNeuwirth Diese Frau hat ein sehr loses Mundwerk und ist damit in der Politik untragbar! Ganz abgesehen von der Parteilinie der #Neos,NEOS,-0.3382,negativ
43,3,2022-08-18 06:08:21,1560146564865314818,"Was Kickl einst verhindert hat, wird nun umgesetzt unter Mithilfe von #SPÖ #NEOS #DieGrünen #ÖVP - der #Migrationspakt 💁‍♂🙄",NEOS,0.0,neutral
44,4,2022-08-17 23:05:33,1560040164311076864,"Harpie Neos (Mai Valentine) Deck - Duel Links
#tweet #yugioh #duellinks #harpie #neos #maivalentine
https://t.co/ZLHZZfJNrx",NEOS,0.0,neutral
45,5,2022-08-17 21:48:10,1560020688118976513,"@thinkpink01 der #agendaaustria #schellhorn - der #neos schellhorn ist einer der wenigen news gewesen, der wählbar war.",NEOS,0.0,neutral
46,6,2022-08-17 20:05:04,1559994741810421762,"https://t.co/CMg9hjteJ4
Beate gegen #Loaker es tut weh, der Antiliberale Weg der #Neos",NEOS,0.0,neutral
47,7,2022-08-17 13:41:16,1559898157777145860,"@herr_lehmann52 @pablodiabolo Wenn Bundeskanzler #doskozil und nicht #rendiwagner heisst, vielleicht. Stoßrichtung #parteivorstand ist aber großer Koalitionsfrieden mit geschwächter #oevp. Fortsetzung der besten Strategie aus beiden Welten: Stillstand plus Korruption. Feigenblatt #neos scharrt im Startloch.",NEOS,0.0,neutral
48,8,2022-08-17 09:00:01,1559827377596809216,"Nie wieder #diegrünen rot #spoe #Neos.

Oder ich schwöre euch eine Zerstörung der nationalen Wirtschaft. Kollaps.",NEOS,-0.8271,negativ
49,9,2022-08-17 08:57:35,1559826765719412736,"ビクロイ獲って一緒にフュージョンしたいって思ってる方からいただきました🫣💕
ありがとうございますっ‼️
一緒にアリーナでビクロイ獲ってフュージョンしましょ😎👍
あと…どうにかディビジョン7にいけました🫡✨
実力伴ってないけどww
#NEOS #フォートナイト #Fortnite https://t.co/yv1rfBs6nK",NEOS,0.0,neutral
50,0,2022-08-19 08:04:13,1560538111607816192,#tirolgehtanders #tirolerlandtagswahl #spö #tirol https://t.co/sV8hW55Oru,SPÖ,0.0,neutral
51,1,2022-08-19 07:45:27,1560533385805643777,"es wird zeit, dass entsprechende gesetz zu ändern... wenn ich online volksbegehren unterzeichnen kann, dann auch bitte zukünftig unterstützungserklärungen für kandidaten zur #bpw... #bpw22 #vdb #pogo #övp #spö #fpö #grüne #neos #oenr https://t.co/hyCyZE0xPc",SPÖ,0.0,neutral
52,2,2022-08-19 04:53:04,1560490006686343168,#SPÖ-Mandatar kandidiert trotz Verbal-Eklat: Es ist ein Rückzug vom Rückzug: Klaus Bergmaier kandidiert wenige Monate nach seinem Puffmutter-Posting - die Krone berichtete - wieder für... https://t.co/qpLRyLaj4h,SPÖ,-0.34,negativ
53,3,2022-08-19 01:00:44,1560431538214506496,"@jleichtfried Von dem dauernden ""man müßte, man sollte, man könnte"".... davon hat doch keiner was.#SPÖ",SPÖ,0.0,neutral
54,4,2022-08-19 00:59:41,1560431271955861504,"@jleichtfried Jedes Einkommen bis 2000€ muß einkommenssteuerFREI sein.Siehe CH. Das ist die Grundlage für einfaches Leben.Den Entgang soll sich der Staat von den Reichen und den Konzernen holen. Und die Wirtschaft floriert wieder.Wenn DAS die #SPÖ durchdruckt, hat sie die Absolute Mehrheit.",SPÖ,0.0,neutral
55,5,2022-08-19 00:57:41,1560430768966582272,"@SPOE_at Von dem dauernden ""man müßte, man sollte, man könnte"".... davon hat doch keiner was.#SPÖ",SPÖ,0.0,neutral
56,6,2022-08-18 21:44:10,1560382067447255041,@ma_radov @Stadt_Wien Es geht halt um die #Verlogenheit der #SPÖ: Im Bund verlangt man alle möglichen Preisdeckel und Inflationsbremsen. Dort wo man selbst an der Macht ist kassiert man ungeniert ab! Das Parkscheine teurer werden (wo liegen die Mehrkosten?) ist nur der #Gier geschuldet!,SPÖ,0.0,neutral
57,7,2022-08-18 20:20:21,1560360978193293321,"🇦🇹#Austria, legislative election poll:

🔽#SPÖ: 30 % (-1)
🔼#FPÖ: 21 % (+1)
🔽#ÖVP: 21 % (-1)
🔼#Neos: 13 % (+2)
⏸️#Grüne: 9 %
⏸️#MFG: 4 %

Market, 17/08/22 https://t.co/mUaoSQMFmR",SPÖ,0.0,neutral
58,8,2022-08-18 19:32:09,1560348846420627459,@wmoitzi Freiwillige arbeiten während sich die #spö in #wien gerade die taschen vollstopft mit dem geld arbeitender menschen ... #spö 🤮,SPÖ,0.34,positiv
59,9,2022-08-18 19:03:33,1560341648743309312,"@SchnablFranz #SPÖ-NÖ Vorsitzender kritisiert Wiener Bürgermeister.
@ArminWolf",SPÖ,-0.0772,neutral
60,0,2022-08-19 08:16:51,1560541289166376960,Sie hat so recht !! Nur weil Sie nicht Stock steif und gekünstelt ist (so wie die meisten der #oevp zb. ) Enjoy the next Party !! #Sannamarin,ÖVP,0.5282,positiv
61,1,2022-08-19 07:54:58,1560535782292701185,"#ÖVP #Josefstadt, keine #Radschnellstraße brumm brumm #fahrradwien

https://t.co/2cL3Rc4x7I",ÖVP,0.0,neutral
62,2,2022-08-19 07:45:27,1560533385805643777,"es wird zeit, dass entsprechende gesetz zu ändern... wenn ich online volksbegehren unterzeichnen kann, dann auch bitte zukünftig unterstützungserklärungen für kandidaten zur #bpw... #bpw22 #vdb #pogo #övp #spö #fpö #grüne #neos #oenr https://t.co/hyCyZE0xPc",ÖVP,0.0,neutral
63,3,2022-08-19 07:04:35,1560523102949412864,@rapidler74 @HBrandstaetter typisch #ÖVP anscheinend ist dieser Gesinnung alles Recht um nicht wieder die Stimmen an die grauslichen Blauen zu verlieren,ÖVP,-0.2023,negativ
64,4,2022-08-19 06:57:18,1560521269837238275,"@Andreasvhuber @karlnehammer @WKogler Wir wursteln uns durch Katastrophen, die rechte Politiker mit verursacht haben. Wären einige der „linken Träume“ früher umgesetzt worden, stünden wir heute besser da. Die weltfremden Träumer sind die, die glauben, dass wir so weitermachen können, mit #ÖVP und #FPÖ.",ÖVP,0.0,neutral
65,5,2022-08-19 06:38:12,1560516463961718784,"Von @karlnehammer und #Karner bis @WKogler wissen es alle: Es gibt nur einen #ÖVP-Weg, 

+ die Inflation zu stoppen
+ Energiepreise und Mieten zu senken
+ den Klimawandel abzuwenden
+ und vor der kommenden #COVID-#Affenpocken-Welle zu schützen:

DIE BALKANROUTE SCHLIESSEN!",ÖVP,0.0,neutral
66,6,2022-08-19 06:32:31,1560515032575795200,"@Claus_Pandi @l_sachslehner und @vilimsky haben doch vollkommen Recht! Wir brauchen keine Sozialschmarotzer mehr. 
Wir haben doch eh schon die #FPOE und #OEVP!",ÖVP,0.6792,positiv
67,7,2022-08-19 06:08:51,1560509078484426756,#FPÖ – Kickl/Amesbauer fordern strikte „No way“-Politik gegen illegale Einwanderung. #ÖVP versagt in der #Asyl- und #Migrationskrise https://t.co/s0JZVbZRVD,ÖVP,-0.3612,negativ
68,8,2022-08-19 05:23:01,1560497541707350018,@RaderLu @puls24news Konservative wie #övp #fpö arbeiten für #putin,ÖVP,0.0,neutral
69,9,2022-08-19 05:08:15,1560493828708212736,"Ahh Der Herr Buerstmayr ist stolz drauf, dass er Pilnacek entmachtet hat, was ist los mit euch #Övp seht ihr das noch immer nicht, was die #Grünen mit euch machen ? https://t.co/58AGUHQHiK",ÖVP,0.4767,positiv
70,0,2022-08-19 07:45:27,1560533385805643777,"es wird zeit, dass entsprechende gesetz zu ändern... wenn ich online volksbegehren unterzeichnen kann, dann auch bitte zukünftig unterstützungserklärungen für kandidaten zur #bpw... #bpw22 #vdb #pogo #övp #spö #fpö #grüne #neos #oenr https://t.co/hyCyZE0xPc",FPÖ,0.0,neutral
71,1,2022-08-19 06:57:18,1560521269837238275,"@Andreasvhuber @karlnehammer @WKogler Wir wursteln uns durch Katastrophen, die rechte Politiker mit verursacht haben. Wären einige der „linken Träume“ früher umgesetzt worden, stünden wir heute besser da. Die weltfremden Träumer sind die, die glauben, dass wir so weitermachen können, mit #ÖVP und #FPÖ.",FPÖ,0.0,neutral
72,2,2022-08-19 06:49:18,1560519255967387648,"Tonaufnahme aus der #FPOE: ""#Novomatic zahlt alle, das stimmt, ja?""
Politik jenseits der inszenierten auftritte - sie hinterlässt einen, immer mehr mit einem gewissen Gefühl des angewidert seins .... https://t.co/JRi0DivuVb",FPÖ,-0.2732,negativ
73,3,2022-08-19 06:32:31,1560515032575795200,"@Claus_Pandi @l_sachslehner und @vilimsky haben doch vollkommen Recht! Wir brauchen keine Sozialschmarotzer mehr. 
Wir haben doch eh schon die #FPOE und #OEVP!",FPÖ,0.6792,positiv
74,4,2022-08-19 06:11:51,1560509830758031360,"#FPÖ – Schnedlitz zu Meinl-Reisinger: Wir wünschen alles Gute auf der Reise in die politische Bedeutungslosigkeit und nebenbei, wenn ihr dann gar nichts mehr einfällt, diskreditiert sie noch ihren eigenen Sozialsprecher vor laufender Kamera. #BMR https://t.co/2Ahzhrx1xu",FPÖ,0.0,neutral
75,5,2022-08-19 06:08:51,1560509078484426756,#FPÖ – Kickl/Amesbauer fordern strikte „No way“-Politik gegen illegale Einwanderung. #ÖVP versagt in der #Asyl- und #Migrationskrise https://t.co/s0JZVbZRVD,FPÖ,-0.3612,negativ
76,6,2022-08-19 06:05:56,1560508345076809728,Stimmt! Die #FPÖ und die #OEVPGameover praktizieren das in #NÖ und #OÖ beispielhaft! https://t.co/JXKSrOoJxo,FPÖ,0.3987,positiv
77,7,2022-08-19 05:47:11,1560503623867666432,"Bei den #FPÖ-nahen ""Beamte für Aufklärung"" wird HVK @WKogler als Hermann Göring dargestellt. #grüne #rex #covidioten #gefährder https://t.co/gF7kLpFx68",FPÖ,0.0,neutral
78,8,2022-08-19 05:23:01,1560497541707350018,@RaderLu @puls24news Konservative wie #övp #fpö arbeiten für #putin,FPÖ,0.0,neutral
79,9,2022-08-19 03:53:23,1560474987584184320,Ausgleichsgeraden Entwicklung des #OGM #Vertrauensindex seit 2020 #FPÖ #Hofer #Kickl https://t.co/s24sWTjSXS,FPÖ,0.0,neutral
80,0,2022-08-19 08:16:22,1560541167607058432,"System Change - Not Climate Change!

https://t.co/QSjEZ7fAGB

#systemchange #FridaysForFurture #klimaschutz #shirts #GretaThunberg #hamburg #frankfurt #münchen #climatechange #umweltschutz #natur #naturschutz #wwf #greenpeace #grüne #impfpflicht https://t.co/HgbbPcixil",Grüne,0.0,neutral
81,1,2022-08-19 08:14:37,1560540728438267904,"Wow, jetzt setzt sogar die #FDP an, #links #Grüne Ideologen über den linken Grünstreifen zu überholen.
Dachte bisher, das hätte es nur bei der CDU unter Merkel gegeben und hatte deshalb FDP gewählt ... 

https://t.co/8B5CJ0zBu0",Grüne,0.0772,neutral
82,2,2022-08-19 08:14:03,1560540584707776512,"Finanzminister Bayaz kritisiert die Senkung der Mwst. auf Gas: «Ein knappes Gut sollte nicht für alle pauschal günstiger gemacht werden.» Erst das Gut selber verknappen und dann den Bürger dafür zahlen lassen. So sind die #Gruene|n. 
#Nordstream2 öffnen, Bürger entlasten!",Grüne,0.0,neutral
83,3,2022-08-19 08:08:50,1560539270456246272,"Warum kann #Nouripour die einfache Frage von #illner, warum nur Gaskunden belastet werden sollten, auch auf mehrmals Nachfrage nicht beantworten und schwurbelt nur rum? So langsam wir mir klar, warum #FDP alles durchsetzt, #Grüne ahnungslos",Grüne,-0.1447,neutral
84,4,2022-08-19 08:08:27,1560539173437771777,"Wolfgang Kubicki: „Wir sollten #Nordstream2 jetzt schleunigst öffnen“

Warum auch nicht, die #Ukraine bezieht ja auch ihr Gas weiterhin vom bösen Feind Putin 🤣🤣.

Besser als Neidpolitik und Umerziehung was #Linke und #Gruene derzeit veranstalten.",Grüne,-0.5859,negativ
85,5,2022-08-19 08:07:10,1560538853328371712,"Lautstarke Proteste gegen #Scholz wie in Neuruppin seien Teil der Demokratie, erklärt Armin Laschet. Der frühere CDU-Chef warnt allerdings, dass die Energiekrise von „Extremen von links und rechts“ instrumentalisiert werden könnte.

Tja #Gruene kapieren das nicht, Demokratie?",Grüne,0.0,neutral
86,6,2022-08-19 08:06:56,1560538794389934080,"Guadalupe River Scene Gruene Texas Tote Bag, Grocery Bag, Teacher Tote, Shopping Bag, Canvas Tote, Gift for Her, Gift for Teacher, Coworker ✨
 #Gruene #TeacherCoworker #texas #scene #tote #BagTeacherTote #DragonflyMemBoutique #EtsyEmail

👉https://t.co/58Y95rg1mx https://t.co/mA31UMyxEN",Grüne,0.0,neutral
87,7,2022-08-19 08:04:22,1560538148131717124,"Wenn eins in Deutschland super läuft, dann die Umverteilung von unten nach oben.
Danke, #FDP. #SPD und #Gruene. https://t.co/n9LDKFMr2B",Grüne,0.6597,positiv
88,8,2022-08-19 08:03:21,1560537893348712448,"@GruenerGast #Palestina, #Kurdistan,
#Intifada, #Serhildan!

#Gruene = Politik für Reiche.

🖕",Grüne,0.5255,positiv
89,9,2022-08-19 08:00:08,1560537083210567681,"Energiespartipps von Winfried Kretschmann: ""Auch der Waschlappen ist eine brauchbare Erfindung""
https://t.co/EIBXk14duo
#energie #energiesparen #energiekrise #kretschmann #grüne #pz #pznews",Grüne,0.0,neutral
90,0,2022-08-19 07:45:27,1560533385805643777,"es wird zeit, dass entsprechende gesetz zu ändern... wenn ich online volksbegehren unterzeichnen kann, dann auch bitte zukünftig unterstützungserklärungen für kandidaten zur #bpw... #bpw22 #vdb #pogo #övp #spö #fpö #grüne #neos #oenr https://t.co/hyCyZE0xPc",NEOS,0.0,neutral
91,1,2022-08-18 22:43:02,1560396884266651648,"👀✈️🔊
EI-RZD 
#NOS8038 
#Neos 
#Ireland
#Boeing 737 MAX 8 
#Neos
#4CAC36
Alt 41025ft
 #4CAC36  
Seen 105 Times
#ScotRadar

https://t.co/D4NQ5v7aPd https://t.co/b4JBQgiiqd",NEOS,-0.2023,negativ
92,2,2022-08-18 22:35:51,1560395076282482689,"👀✈️🔊
EI-RZD 
#Unknown 
#Neos 
#Ireland
#Boeing 737 MAX 8 
#Neos
#4CAC36
Alt 41000ft
 #4CAC36  
Seen 104 Times
#ScotRadar

https://t.co/D4NQ5v7aPd",NEOS,-0.2023,negativ
93,3,2022-08-18 21:58:43,1560385730245009409,#Neos Document Generation Wizard is the premier solution for your document generation needs. See how this feature can benefit your firm: https://t.co/knWDfYXPna https://t.co/ce5FaqZmEg,NEOS,0.0,neutral
94,4,2022-08-18 21:12:54,1560374202166906881,#lgbt #lgbtq #lgbtqia #trans #transgender #transmasc #transmasculine #transfem #transfemme #transfeminine #transneu #transneutral #aro #aromantic #ace #asexual #aroace #xenogender #neos #neopronoun #nounpronoun #emojipronouns,NEOS,0.0,neutral
95,5,2022-08-18 20:20:21,1560360978193293321,"🇦🇹#Austria, legislative election poll:

🔽#SPÖ: 30 % (-1)
🔼#FPÖ: 21 % (+1)
🔽#ÖVP: 21 % (-1)
🔼#Neos: 13 % (+2)
⏸️#Grüne: 9 %
⏸️#MFG: 4 %

Market, 17/08/22 https://t.co/mUaoSQMFmR",NEOS,0.0,neutral
96,6,2022-08-18 18:51:19,1560338569545355265,"@ServusTV_News Diese Erfahrung machte Frau @_katiawagner auch!
Solche großen Säuger haben was faszinierendes. auch wenn man ihr Geheule nicht versteht! 

@BMeinl 
#neos
#Verraeter 
#Bilderberger 
#KrankePolitiker https://t.co/koTv8OLqMv",NEOS,0.8231,positiv
97,7,2022-08-18 17:48:00,1560322634704887809,"Die Pensionisten wollen nix mehr arbeiten. Und dann und bekommen sie vom Staat die Hunderter überwiesen.
#neos",NEOS,0.0,neutral
98,8,2022-08-18 15:23:01,1560286148349644801,"„Die Gleichstellung würde die #Grünen nicht mehr wählen!“ sagt #Neos-NR @yannickshetty in einem Jugendpresse-Gespräch bei mir. 

Das ganze #Interview gibt es hier anzuhören! 

https://t.co/AjWPsMdBKk",NEOS,0.1739,neutral
